ac_no,ac_name,candidate_name,gender,age,category,party,general,postal,total,pct_votes,total_electors,party_group,rank
116,Sulur,SELVAN S,MALE,52,GENERAL,IND,176,1,177,0.06,317223,IND,12
116,Sulur,JAGADHEESH. S,MALE,38,GENERAL,MIDP,126,2,128,0.04,317223,MIDP,13
116,Sulur,SHANMUGAM R,MALE,51,GENERAL,IND,112,4,116,0.04,317223,IND,14
116,Sulur,SENTHIL KUMAR. S.A.P.,MALE,38,GENERAL,IND,100,1,101,0.03,317223,IND,15
116,Sulur,KANDASAMY T,MALE,39,GENERAL,IND,82,1,83,0.03,317223,IND,16
117,Kavundampalayam,G.Arunkumar,MALE,59,GENERAL,ADMK,134981,688,135669,29.15,465345,ADMK+,1
117,Kavundampalayam,R.Krishnan,MALE,63,GENERAL,DMK,124557,1336,125893,27.05,465345,DMK+,2
117,Kavundampalayam,Pankaj Jain,MALE,39,GENERAL,MNM,23427,100,23527,5.06,465345,MNM,3
117,Kavundampalayam,Kalamani.M,FEMALE,33,GENERAL,NTK,17823,74,17897,3.85,465345,NTK,4
117,Kavundampalayam,NOTA,,,,NOTA,2868,24,2892,0.62,465345,NOTA,5
117,Kavundampalayam,Aruna.M,FEMALE,40,GENERAL,AMMKMNKZ,1992,10,2002,0.43,465345,AMMKMNKZ,6
117,Kavundampalayam,Siva.K,MALE,51,GENERAL,TNLK,718,8,726,0.16,465345,TNLK,7
117,Kavundampalayam,Pushpanantham.V,MALE,52,SC,IND,419,1,420,0.09,465345,IND,8
117,Kavundampalayam,Arunkumar.T,MALE,29,GENERAL,IND,294,2,296,0.06,465345,IND,9
117,Kavundampalayam,Selvaraj.M,MALE,62,GENERAL,NGPP,177,1,178,0.04,465345,NGPP,10
117,Kavundampalayam,Gnanaraj.M,MALE,25,GENERAL,IND,160,1,161,0.03,465345,IND,11
117,Kavundampalayam,Krishnan.M,MALE,71,GENERAL,IND,140,0,140,0.03,465345,IND,12
117,Kavundampalayam,Suriyakumar.K,MALE,31,GENERAL,IND,117,0,117,0.03,465345,IND,13
118,Coimbatore (North),AMMAN K.ARJUNAN,MALE,63,GENERAL,ADMK,80815,639,81454,24.05,338712,ADMK+,1
118,Coimbatore (North),SHANMUGASUNDARAM V.M,MALE,60,GENERAL,DMK,76201,1252,77453,22.87,338712,DMK+,2
118,Coimbatore (North),THANGAVELU R,MALE,60,GENERAL,MNM,26335,168,26503,7.82,338712,MNM,3
118,Coimbatore (North),Balendran C.B,MALE,54,GENERAL,NTK,11388,45,11433,3.38,338712,NTK,4
118,Coimbatore (North),NOTA,,,,NOTA,1678,23,1701,0.50,338712,NOTA,5
118,Coimbatore (North),APPATHURAI N.R,MALE,70,GENERAL,AMMKMNKZ,1650,9,1659,0.49,338712,AMMKMNKZ,6
118,Coimbatore (North),DURAIRAJ K,MALE,45,GENERAL,TNLK,529,2,531,0.16,338712,TNLK,7
118,Coimbatore (North),BALAMURUGAN M,MALE,35,GENERAL,IND,313,0,313,0.09,338712,IND,8
118,Coimbatore (North),KEERTHIGA PARTHASARATHI,FEMALE,35,GENERAL,IND,245,5,250,0.07,338712,IND,9
118,Coimbatore (North),BALAJI V,MALE,25,GENERAL,IND,248,0,248,0.07,338712,IND,10
118,Coimbatore (North),MAHARISHI MANDHARACSALAM,MALE,50,SC,IND,232,1,233,0.07,338712,IND,11
118,Coimbatore (North),NAVAMANI R,MALE,37,GENERAL,IND,141,0,141,0.04,338712,IND,12
118,Coimbatore (North),LOGANATHAN M,MALE,47,GENERAL,IND,139,1,140,0.04,338712,IND,13
118,Coimbatore (North),ARUL MURUGAN A,MALE,40,GENERAL,IND,138,1,139,0.04,338712,IND,14
118,Coimbatore (North),PANNEER SELVARAJ M,MALE,51,GENERAL,NGPP,135,0,135,0.04,338712,NGPP,15
118,Coimbatore (North),KANNAPIRAN V,MALE,39,SC,DRMRPMKKC,128,0,128,0.04,338712,DRMRPMKKC,16
118,Coimbatore (North),KUMAR G.D.K,MALE,43,GENERAL,IND,124,0,124,0.04,338712,IND,17
118,Coimbatore (North),RAJKUMAR M.P,MALE,49,GENERAL,MKLMNTRAPR,83,3,86,0.03,338712,MKLMNTRAPR,18
118,Coimbatore (North),SHANMUGASUNDARAM K,MALE,69,GENERAL,IND,55,2,57,0.02,338712,IND,19
118,Coimbatore (North),DALIT. SU. JEYARAJ,MALE,68,SC,IND,49,0,49,0.01,338712,IND,20
118,Coimbatore (North),RAMESHKUMAR D,MALE,38,GENERAL,IND,22,0,22,0.01,338712,IND,21
119,Thondamuthur,S.P. VELUMANI,MALE,51,GENERAL,ADMK,123538,687,124225,38.01,326828,ADMK+,1
119,Thondamuthur,KARTHIKEYA,MALE,48,GENERAL,DMK,81829,766,82595,25.27,326828,DMK+,2
119,Thondamuthur,S. SHAJAHAN,FEMALE,43,GENERAL,MNM,11572,34,11606,3.55,326828,MNM,3
119,Thondamuthur,S. KALAIARASI,FEMALE,29,GENERAL,NTK,8014,28,8042,2.46,326828,NTK,4
119,Thondamuthur,NOTA,,,,NOTA,1622,13,1635,0.50,326828,NOTA,5
119,Thondamuthur,R.SATHISHKUMAR,MALE,35,GENERAL,AMMKMNKZ,1229,6,1235,0.38,326828,AMMKMNKZ,6
119,Thondamuthur,A. MANSOOR ALI KHAN,MALE,58,GENERAL,IND,426,2,428,0.13,326828,IND,7
119,Thondamuthur,J.JOHN EDWARD VISUVASAM,MALE,38,GENERAL,IND,311,1,312,0.10,326828,IND,8
119,Thondamuthur,CC SELVAMOHAN,MALE,46,GENERAL,IND,173,2,175,0.05,326828,IND,9
119,Thondamuthur,A. ABDUL GAFOOR,MALE,73,GENERAL,IND,141,1,142,0.04,326828,IND,10
119,Thondamuthur,M. BADRAN,MALE,57,SC,GPI,136,0,136,0.04,326828,GPI,11
120,Coimbatore (South),VANATHI SRINIVASAN,FEMALE,50,GENERAL,BJP,52627,582,53209,21.05,252790,ADMK+,1
120,Coimbatore (South),KAMALHAASAN,MALE,66,GENERAL,MNM,51087,394,51481,20.37,252790,MNM,2
120,Coimbatore (South),MAYURA S JAYAKUMAR,MALE,47,GENERAL,INC,41663,720,42383,16.77,252790,DMK+,3
120,Coimbatore (South),ABDUL WAHAB,MALE,44,GENERAL,NTK,4265,35,4300,1.70,252790,NTK,4
120,Coimbatore (South),NOTA,,,,NOTA,887,14,901,0.36,252790,NOTA,5
120,Coimbatore (South),DURAISAMY @ CHALLENGER DURAI,MALE,62,GENERAL,AMMKMNKZ,690,11,701,0.28,252790,AMMKMNKZ,6
120,Coimbatore (South),ROSHAN,MALE,42,SC,BSP,272,2,274,0.11,252790,BSP,7
120,Coimbatore (South),SUNDARAVADIVELU,MALE,63,GENERAL,IND,190,0,190,0.08,252790,IND,8
120,Coimbatore (South),DHANDABANI,MALE,47,GENERAL,IND,181,0,181,0.07,252790,IND,9
120,Coimbatore (South),SELVAKUMAR,MALE,25,GENERAL,IND,163,0,163,0.06,252790,IND,10
120,Coimbatore (South),PALANIKUMAR.V,MALE,35,GENERAL,IND,136,0,136,0.05,252790,IND,11
120,Coimbatore (South),NAGAVALLI,FEMALE,42,GENERAL,IND,134,1,135,0.05,252790,IND,12
120,Coimbatore (South),GOPALAKRISHNAN,MALE,47,GENERAL,NGPP,126,1,127,0.05,252790,NGPP,13
120,Coimbatore (South),JAYAPRAKASH.N,MALE,36,GENERAL,IND,99,3,102,0.04,252790,IND,14
120,Coimbatore (South),SANMUGAVEL,MALE,54,SC,GPI,76,0,76,0.03,252790,GPI,15
120,Coimbatore (South),VIVEK SUBRAMANIAM,MALE,35,GENERAL,mauk,74,0,74,0.03,252790,mauk,16
120,Coimbatore (South),RAGHUL GANDHI .K,MALE,32,GENERAL,HJP,72,1,73,0.03,252790,HJP,17
120,Coimbatore (South),JAYACHANDRAN,MALE,51,GENERAL,IND,62,0,62,0.02,252790,IND,18
120,Coimbatore (South),VELLIMALAI,MALE,45,GENERAL,MSKK,59,0,59,0.02,252790,MSKK,19
120,Coimbatore (South),KUMAREASAN. K,MALE,38,GENERAL,IND,58,0,58,0.02,252790,IND,20
120,Coimbatore (South),ALPHONSERAJ,MALE,52,GENERAL,IND,51,0,51,0.02,252790,IND,21
120,Coimbatore (South),CHELLADURAI. S,MALE,60,GENERAL,IND,29,0,29,0.01,252790,IND,22
121,Singanallur,"Jayaram, K.R",MALE,47,GENERAL,ADMK,80437,807,81244,24.98,325289,ADMK+,1
121,Singanallur,"Karthik, N",MALE,56,GENERAL,DMK,68984,1406,70390,21.64,325289,DMK+,2
121,Singanallur,"Mahendran, R",MALE,58,GENERAL,MNM,36553,302,36855,11.33,325289,MNM,3
121,Singanallur,"Narmadha, R",FEMALE,37,GENERAL,NTK,8311,55,8366,2.57,325289,NTK,4
121,Singanallur,"Selva, S.R",MALE,44,GENERAL,AMMKMNKZ,1722,11,1733,0.53,325289,AMMKMNKZ,5
121,Singanallur,NOTA,,,,NOTA,1415,17,1432,0.44,325289,NOTA,6
121,Singanallur,"Nabas Sherif, M",MALE,30,GENERAL,IND,257,0,257,0.08,325289,IND,7
121,Singanallur,"Sasikumar, M",MALE,43,GENERAL,ADK,209,2,211,0.06,325289,ADK,8
121,Singanallur,"Chanthirika, R",FEMALE,40,GENERAL,IND,200,1,201,0.06,325289,IND,9
121,Singanallur,Praveen Venkatachalam,MALE,32,GENERAL,IND,187,1,188,0.06,325289,IND,10
121,Singanallur,"Nagarajan, J",MALE,53,GENERAL,IND,163,0,163,0.05,325289,IND,11
121,Singanallur,"Karthik, N",MALE,32,GENERAL,IND,132,3,135,0.04,325289,IND,12
121,Singanallur,"Mohandass, N",MALE,38,GENERAL,IND,121,0,121,0.04,325289,IND,13
121,Singanallur,"Palanisamy, N",MALE,62,GENERAL,MIDP,112,1,113,0.03,325289,MIDP,14
121,Singanallur,"SenthilKumar, S",MALE,43,GENERAL,USIP,94,0,94,0.03,325289,USIP,15
121,Singanallur,"Maniraj, K",MALE,58,GENERAL,IND,87,2,89,0.03,325289,IND,16
121,Singanallur,"Kumar babu, K",MALE,59,GENERAL,IND,87,0,87,0.03,325289,IND,17
121,Singanallur,"Viju Alban Prakash, V",MALE,29,GENERAL,IND,86,0,86,0.03,325289,IND,18
121,Singanallur,"Akbar Ali, A",MALE,52,GENERAL,IND,86,0,86,0.03,325289,IND,19
121,Singanallur,"Karthick, N",MALE,29,GENERAL,IND,72,1,73,0.02,325289,IND,20
121,Singanallur,"Gowtham, P",MALE,31,SC,IND,65,2,67,0.02,325289,IND,21
121,Singanallur,"Krishnan, V",MALE,50,GENERAL,IND,30,0,30,0.01,325289,IND,22
122,Kinathukadavu,Damodaran.S,MALE,69,GENERAL,ADMK,101069,468,101537,31.06,326920,ADMK+,1
122,Kinathukadavu,Kuruchi Prabhakaran,MALE,46,GENERAL,DMK,99311,1131,100442,30.72,326920,DMK+,2
122,Kinathukadavu,Siva.A,MALE,43,SC,MNM,13880,59,13939,4.26,326920,MNM,3
122,Kinathukadavu,Umajagadesh.M,MALE,36,GENERAL,NTK,11249,31,11280,3.45,326920,NTK,4
122,Kinathukadavu,NOTA,,,,NOTA,2268,12,2280,0.70,326920,NOTA,5
122,Kinathukadavu,ROHINI MA.PA,MALE,54,GENERAL,AMMKMNKZ,1237,11,1248,0.38,326920,AMMKMNKZ,6
122,Kinathukadavu,Velusamy.V,MALE,59,GENERAL,IND,504,1,505,0.15,326920,IND,7
122,Kinathukadavu,Anbazhagan.G,MALE,38,GENERAL,VTVTK,352,1,353,0.11,326920,VTVTK,8
122,Kinathukadavu,Nagendran.P,MALE,37,GENERAL,IND,225,3,228,0.07,326920,IND,9
122,Kinathukadavu,Mariappan.R,MALE,43,SC,GPI,187,0,187,0.06,326920,GPI,10
122,Kinathukadavu,Noor Muhamad . A,MALE,63,GENERAL,IND,135,0,135,0.04,326920,IND,11
122,Kinathukadavu,Dharmalingam.K,MALE,51,GENERAL,IND,107,1,108,0.03,326920,IND,12
122,Kinathukadavu,Nazir Babu.S,MALE,48,GENERAL,IND,88,0,88,0.03,326920,IND,13
122,Kinathukadavu,James.S,MALE,68,GENERAL,AIJYMKG,55,0,55,0.02,326920,AIJYMKG,14
122,Kinathukadavu,Atheeswaran.S,MALE,40,GENERAL,IND,50,0,50,0.02,326920,IND,15
123,Pollachi,Pollachi V. Jayaraman,MALE,67,GENERAL,ADMK,79906,661,80567,35.48,227093,ADMK+,1
123,Pollachi,"Dr. Varadharajan, K.",MALE,67,GENERAL,DMK,77882,960,78842,34.72,227093,DMK+,2
123,Pollachi,"Sathieshkumar, V.T.",MALE,46,GENERAL,MNM,7548,41,7589,3.34,227093,MNM,3
123,Pollachi,"Logeswari, N.",FEMALE,32,GENERAL,NTK,6375,27,6402,2.82,227093,NTK,4
123,Pollachi,NOTA,,,,NOTA,1533,13,1546,0.68,227093,NOTA,5
123,Pollachi,"Sugumar, K.",MALE,60,GENERAL,AMMKMNKZ,1135,6,1141,0.50,227093,AMMKMNKZ,6
123,Pollachi,"Aruchamy, C.M.",MALE,56,SC,BSP,488,3,491,0.22,227093,BSP,7
123,Pollachi,"Shanthu Mohamed, A.",MALE,37,GENERAL,IND,368,0,368,0.16,227093,IND,8
123,Pollachi,"Muthukumarasamy, R.",MALE,46,SC,IND,361,1,362,0.16,227093,IND,9
124,Valparai,AMULKANDASAMI T K,MALE,55,SC,ADMK,71128,544,71672,34.87,205530,ADMK+,1
124,Valparai,ARUMUGAM M,MALE,69,SC,CPI,58821,628,59449,28.92,205530,DMK+,2
124,Valparai,KOHILA C,FEMALE,31,SC,NTK,7588,44,7632,3.71,205530,NTK,3
124,Valparai,SENTHILRAJ D,MALE,57,SC,MNM,3291,23,3314,1.61,205530,MNM,4
124,Valparai,NOTA,,,,NOTA,1409,6,1415,0.69,205530,NOTA,5
124,Valparai,MURUGARAJ M S,MALE,58,SC,DMDK,1327,8,1335,0.65,205530,DMDK,6
124,Valparai,RANGASAMY T M,MALE,57,SC,IND,353,2,355,0.17,205530,IND,7
125,Udumalaipettai,"Radhakrishnan,K.",MALE,55,GENERAL,ADMK,95953,940,96893,35.92,269760,ADMK+,1
125,Udumalaipettai,"Thennarasu,K.",MALE,55,GENERAL,INC,73788,1210,74998,27.80,269760,DMK+,2
125,Udumalaipettai,"Babu Ranjendra Prasad,A.",MALE,36,GENERAL,NTK,8540,52,8592,3.19,269760,NTK,3
125,Udumalaipettai,"Srinithi,V.",FEMALE,32,GENERAL,MNM,8107,56,8163,3.03,269760,MNM,4
125,Udumalaipettai,NOTA,,,,NOTA,1469,9,1478,0.55,269760,NOTA,5
125,Udumalaipettai,"Palanisamy,R.",MALE,49,GENERAL,AMMKMNKZ,1038,5,1043,0.39,269760,AMMKMNKZ,6
125,Udumalaipettai,"Dhivya,D.",FEMALE,26,GENERAL,IND,785,2,787,0.29,269760,IND,7
125,Udumalaipettai,"Krishnan,T.",MALE,60,GENERAL,APTADMK,680,3,683,0.25,269760,APTADMK,8
125,Udumalaipettai,"Kumar,K.",MALE,41,GENERAL,BSP,456,3,459,0.17,269760,BSP,9
125,Udumalaipettai,"Rajini,K.",MALE,44,GENERAL,IND,300,0,300,0.11,269760,IND,10
125,Udumalaipettai,"Umar Ali,D.",MALE,53,GENERAL,IND,217,7,224,0.08,269760,IND,11
125,Udumalaipettai,"Arumugam,P.",MALE,35,GENERAL,IND,182,2,184,0.07,269760,IND,12
125,Udumalaipettai,"Karthikeyan,S.",MALE,60,GENERAL,IND,180,1,181,0.07,269760,IND,13
125,Udumalaipettai,"Nachammal,K.",FEMALE,45,SC,AMAK,175,2,177,0.07,269760,AMAK,14
125,Udumalaipettai,"Elsy,C.",FEMALE,60,GENERAL,IND,124,2,126,0.05,269760,IND,15
125,Udumalaipettai,"Ashokkumar,S.",MALE,41,GENERAL,IND,70,0,70,0.03,269760,IND,16
126,Madathukulam,C MAHENDRAN,MALE,49,GENERAL,ADMK,83634,679,84313,33.93,248501,ADMK+,1
126,Madathukulam,R.JAYARAMAKRISHNAN,MALE,53,GENERAL,DMK,76885,990,77875,31.34,248501,DMK+,2
126,Madathukulam,C.SHANMUGAVELU,MALE,71,GENERAL,AMMKMNKZ,6467,48,6515,2.62,248501,AMMKMNKZ,3
126,Madathukulam,U SANUJA,FEMALE,37,GENERAL,NTK,6200,45,6245,2.51,248501,NTK,4
126,Madathukulam,K KUMARESAN,MALE,52,GENERAL,MNM,2877,17,2894,1.16,248501,MNM,5
126,Madathukulam,NOTA,,,,NOTA,1042,6,1048,0.42,248501,NOTA,6
126,Madathukulam,G RAMAKRISHNAN,MALE,58,GENERAL,IND,711,1,712,0.29,248501,IND,7
126,Madathukulam,K MAHENDRAKUMAR,MALE,40,GENERAL,IND,609,2,611,0.25,248501,IND,8
126,Madathukulam,K MANICKASAMY,MALE,26,GENERAL,IND,503,0,503,0.20,248501,IND,9
126,Madathukulam,J.BENJAMIN KIRUBAKARAN,MALE,37,GENERAL,BSP,465,2,467,0.19,248501,BSP,10
126,Madathukulam,P MAHENDRAN,MALE,25,GENERAL,IND,171,1,172,0.07,248501,IND,11
126,Madathukulam,K.MAHALINGAM,MALE,48,SC,IND,136,5,141,0.06,248501,IND,12
126,Madathukulam,M SHANMUGAVEL,MALE,71,SC,IND,130,0,130,0.05,248501,IND,13
126,Madathukulam,K SAKTHIVEL,MALE,41,GENERAL,APTADMK,105,0,105,0.04,248501,APTADMK,14
126,Madathukulam,P THANGARAJ,MALE,47,SC,IND,86,2,88,0.04,248501,IND,15
126,Madathukulam,P SUBRAMANIAN,MALE,60,SC,IND,83,0,83,0.03,248501,IND,16
127,Palani,SENTHIL KUMAR I.P,MALE,42,GENERAL,DMK,107049,1517,108566,39.15,277298,DMK+,1
127,Palani,RAVI MANOHARAN K,MALE,52,GENERAL,ADMK,77951,559,78510,28.31,277298,ADMK+,2
127,Palani,VINOTH RAJASEKARAN G,MALE,33,GENERAL,NTK,7563,93,7656,2.76,277298,NTK,3
127,Palani,POOVENDHAN T,MALE,60,GENERAL,MNM,3669,63,3732,1.35,277298,MNM,4
127,Palani,VEERAKUMAR V,MALE,46,GENERAL,AMMKMNKZ,2231,24,2255,0.81,277298,AMMKMNKZ,5
127,Palani,NOTA,,,,NOTA,1088,22,1110,0.40,277298,NOTA,6
127,Palani,SIVABALA MOORTHI K,MALE,39,GENERAL,ABHM,598,3,601,0.22,277298,ABHM,7
127,Palani,SUDHA R B,FEMALE,32,SC,IND,520,2,522,0.19,277298,IND,8
127,Palani,SURESH M,MALE,42,GENERAL,IND,462,0,462,0.17,277298,IND,9
127,Palani,NACHIMUTHU S,MALE,44,SC,BSP,442,1,443,0.16,277298,BSP,10
127,Palani,NAGENDRAN G,MALE,37,GENERAL,IND,308,2,310,0.11,277298,IND,11
127,Palani,SAMIAPPA GOUNDER P,MALE,78,GENERAL,IND,195,0,195,0.07,277298,IND,12
127,Palani,SHAHUL HAMEED,MALE,39,GENERAL,IND,147,2,149,0.05,277298,IND,13
127,Palani,SIDDIQ M,MALE,44,GENERAL,IND,110,0,110,0.04,277298,IND,14
127,Palani,LATHIKA,FEMALE,35,GENERAL,IND,105,1,106,0.04,277298,IND,15
127,Palani,PERIYADURAI M,MALE,35,SC,IND,94,1,95,0.03,277298,IND,16
127,Palani,ANANTHAN S. P,MALE,30,GENERAL,IND,92,0,92,0.03,277298,IND,17
127,Palani,THANGAVEL B,MALE,41,GENERAL,MIDP,76,1,77,0.03,277298,MIDP,18
127,Palani,MUNISHRAJA M,MALE,37,GENERAL,IND,73,0,73,0.03,277298,IND,19
127,Palani,PANDEESWARAN M,MALE,37,GENERAL,IND,68,0,68,0.02,277298,IND,20
127,Palani,RASULBEEVI SAHABUDEEN,FEMALE,41,GENERAL,IND,64,0,64,0.02,277298,IND,21
127,Palani,THANGAVEL A,MALE,52,SC,IND,58,0,58,0.02,277298,IND,22
127,Palani,KALIAPPAN K,MALE,53,GENERAL,IND,47,2,49,0.02,277298,IND,23
127,Palani,AZHAGUMALAI A,MALE,71,GENERAL,IND,43,0,43,0.02,277298,IND,24
127,Palani,KARUPPUSAMY P,MALE,51,SC,IND,37,1,38,0.01,277298,IND,25
128,Oddanchatram,SAKKARAPANI R,MALE,59,GENERAL,DMK,108990,980,109970,45.59,241240,DMK+,1
128,Oddanchatram,NATARAJ N.P,MALE,52,GENERAL,ADMK,80819,409,81228,33.67,241240,ADMK+,2
128,Oddanchatram,SAKTHI DEVI T,FEMALE,39,GENERAL,NTK,4892,52,4944,2.05,241240,NTK,3
128,Oddanchatram,NOTA,,,,NOTA,1451,6,1457,0.60,241240,NOTA,4
128,Oddanchatram,SIVA KUMAR M,MALE,50,GENERAL,DMDK,1417,10,1427,0.59,241240,DMDK,5
128,Oddanchatram,ABDUL HADI A,MALE,51,GENERAL,MNM,1069,13,1082,0.45,241240,MNM,6
128,Oddanchatram,MURUGARAJ P,MALE,36,SC,BSP,527,2,529,0.22,241240,BSP,7
128,Oddanchatram,MARIMUTHU T.S,MALE,41,GENERAL,IND,406,1,407,0.17,241240,IND,8
128,Oddanchatram,BALASUBRAMANI S,MALE,31,GENERAL,IND,356,0,356,0.15,241240,IND,9
128,Oddanchatram,CHELLAMUTHU K,MALE,56,GENERAL,IND,100,0,100,0.04,241240,IND,10
128,Oddanchatram,RAVI M,MALE,34,SC,AMPK,61,0,61,0.03,241240,AMPK,11
128,Oddanchatram,SIVANESAN K,MALE,40,SC,IND,59,0,59,0.02,241240,IND,12
128,Oddanchatram,RAVICHANDRAN K,MALE,41,GENERAL,MIDP,52,0,52,0.02,241240,MIDP,13
128,Oddanchatram,SIVAPRAKASH S,MALE,32,GENERAL,IND,44,0,44,0.02,241240,IND,14
128,Oddanchatram,SHANMUGAVEL P,MALE,65,GENERAL,IND,40,0,40,0.02,241240,IND,15
129,Athoor,PERIYASAMY I,MALE,67,GENERAL,DMK,164169,1640,165809,56.79,291955,DMK+,1
129,Athoor,THILAGABAMA M,FEMALE,50,GENERAL,PMK,30018,220,30238,10.36,291955,ADMK+,2
129,Athoor,SIMON JUSTIN A,MALE,39,GENERAL,NTK,17017,151,17168,5.88,291955,NTK,3
129,Athoor,SIVASAKTHIVEL P,MALE,34,GENERAL,MNM,3211,30,3241,1.11,291955,MNM,4
129,Athoor,SELVAKUMAR P,MALE,43,GENERAL,AMMKMNKZ,2991,26,3017,1.03,291955,AMMKMNKZ,5
129,Athoor,SAVADAMUTHU A,MALE,45,GENERAL,IND,1706,16,1722,0.59,291955,IND,6
129,Athoor,NOTA,,,,NOTA,1543,21,1564,0.54,291955,NOTA,7
129,Athoor,PALRAJ R,MALE,37,GENERAL,IND,1352,5,1357,0.46,291955,IND,8
129,Athoor,MUTHULAKSHMI R,FEMALE,34,GENERAL,APTADMK,1178,2,1180,0.40,291955,APTADMK,9
129,Athoor,SILAMBARASAN M,MALE,35,SC,PT,878,2,880,0.30,291955,PT,10
129,Athoor,KARTHIGAISELVAN K,MALE,26,SC,BSP,740,9,749,0.26,291955,BSP,11
129,Athoor,SANKAR D,MALE,38,GENERAL,IND,700,0,700,0.24,291955,IND,12
129,Athoor,ANBU AS,MALE,42,SC,IND,534,1,535,0.18,291955,IND,13
129,Athoor,SILAMBARASAN P,MALE,34,GENERAL,IND,486,0,486,0.17,291955,IND,14
129,Athoor,THILAGAVATHY S,FEMALE,28,GENERAL,IND,347,2,349,0.12,291955,IND,15
129,Athoor,KARTHI M,MALE,34,GENERAL,IND,321,1,322,0.11,291955,IND,16
129,Athoor,BALAMURUGAN A,MALE,31,SC,IND,190,0,190,0.07,291955,IND,17
129,Athoor,VEERAMALAI S,MALE,46,SC,IND,133,0,133,0.05,291955,IND,18
129,Athoor,MURUGANANTHAM C,MALE,43,GENERAL,IND,125,0,125,0.04,291955,IND,19
129,Athoor,JEYASEKARAN R,MALE,40,GENERAL,MIDP,87,1,88,0.03,291955,MIDP,20
129,Athoor,RAGUPATHI P,MALE,34,SC,AMPK,87,0,87,0.03,291955,AMPK,21
130,Nilakkottai,S.Thenmozhi,FEMALE,59,SC,ADMK,90857,604,91461,37.40,244534,ADMK+,1
130,Nilakkottai,K.Murugavelrajan,MALE,53,SC,DMK,62593,1250,63843,26.11,244534,DMK+,2
130,Nilakkottai,G.Vasanthadevi,FEMALE,34,SC,NTK,17367,142,17509,7.16,244534,NTK,3
130,Nilakkottai,K.Ramasamy,MALE,66,SC,DMDK,3684,20,3704,1.51,244534,DMDK,4
130,Nilakkottai,Ananth,MALE,42,SC,MNM,3146,35,3181,1.30,244534,MNM,5
130,Nilakkottai,NOTA,,,,NOTA,1248,12,1260,0.52,244534,NOTA,6
130,Nilakkottai,P.Nagendran,MALE,55,SC,BSP,664,2,666,0.27,244534,BSP,7
130,Nilakkottai,P.Nagajothi,FEMALE,35,SC,IND,511,4,515,0.21,244534,IND,8
130,Nilakkottai,V.Vinoth,MALE,29,SC,IND,491,0,491,0.20,244534,IND,9
130,Nilakkottai,V.K.Aiyyar,MALE,58,SC,PT,478,6,484,0.20,244534,PT,10
130,Nilakkottai,P.Pothumanickam,MALE,49,SC,IND,372,3,375,0.15,244534,IND,11
130,Nilakkottai,A.Alappan,MALE,39,SC,IND,336,3,339,0.14,244534,IND,12
130,Nilakkottai,N.Perumal,MALE,68,SC,IND,252,0,252,0.10,244534,IND,13
130,Nilakkottai,V.Balasubramani,MALE,53,SC,IND,163,1,164,0.07,244534,IND,14
130,Nilakkottai,V.Revadhi,FEMALE,36,SC,MIDP,155,3,158,0.06,244534,MIDP,15
130,Nilakkottai,M.Pandi,MALE,38,SC,IND,135,2,137,0.06,244534,IND,16
130,Nilakkottai,S.Nithya,FEMALE,25,SC,IND,126,2,128,0.05,244534,IND,17
130,Nilakkottai,P.Sivakami,FEMALE,63,SC,IND,76,1,77,0.03,244534,IND,18
130,Nilakkottai,M.Kalimuthu,MALE,37,SC,IND,61,0,61,0.02,244534,IND,19
131,Natham,NATHAM.R.VISWANATHAN,MALE,71,GENERAL,ADMK,107255,507,107762,38.01,283531,ADMK+,1
131,Natham,M.A.ANDI AMBALAM,MALE,65,GENERAL,DMK,94968,862,95830,33.80,283531,DMK+,2
131,Natham,DOCTOR.V.SIVASANKARAN,MALE,35,GENERAL,NTK,14673,89,14762,5.21,283531,NTK,3
131,Natham,N.RAJA,MALE,39,GENERAL,AMMKMNKZ,1713,8,1721,0.61,283531,AMMKMNKZ,4
131,Natham,NOTA,,,,NOTA,1438,6,1444,0.51,283531,NOTA,5
131,Natham,R.A.SARANRAJ,MALE,31,GENERAL,IJK,1019,6,1025,0.36,283531,IJK,6
131,Natham,P.ANDISAMY,MALE,41,SC,BSP,676,2,678,0.24,283531,BSP,7
131,Natham,S.JEYAKUMAR,MALE,37,GENERAL,IND,383,0,383,0.14,283531,IND,8
131,Natham,A.KARNAN,MALE,33,GENERAL,IND,335,0,335,0.12,283531,IND,9
131,Natham,K.DHANDAPANI,MALE,49,SC,IND,321,1,322,0.11,283531,IND,10
131,Natham,K.MURUGESAN,MALE,36,SC,IND,224,0,224,0.08,283531,IND,11
131,Natham,M.XAVIER JOSEPH KENNEDY,MALE,54,GENERAL,IND,189,5,194,0.07,283531,IND,12
131,Natham,JEYAPAUL R,MALE,41,GENERAL,IND,190,0,190,0.07,283531,IND,13
131,Natham,V.VEMBARASAN,MALE,47,GENERAL,MIDP,164,2,166,0.06,283531,MIDP,14
131,Natham,A.BALASUBRAMANI,MALE,37,GENERAL,IND,112,0,112,0.04,283531,IND,15
131,Natham,C.GURUSAMY,MALE,37,SC,IND,95,1,96,0.03,283531,IND,16
132,Dindigul,SREENIVASAN.C,MALE,72,GENERAL,ADMK,89685,910,90595,32.73,276820,ADMK+,1
132,Dindigul,PANDI.N,MALE,63,GENERAL,CPI(M),70393,2455,72848,26.32,276820,DMK+,2
